interval_id,interval_start_step_idx,interval_end_step_idx,interval_t_start_sec,interval_n_steps,L_e_pendulum_angle,L_e_cart_position,L_edot_pendulum_angle,L_edot_cart_position,L_delta_u_pendulum_angle,L_delta_u_cart_position,principal_gate_L_edot_pendulum_angle,principal_gate_L_edot_cart_position,principal_gate_L_delta_u_pendulum_angle,principal_gate_L_delta_u_cart_position,principal_contribution_L_edot_pendulum_angle,principal_contribution_L_edot_cart_position,principal_contribution_L_delta_u_pendulum_angle,principal_contribution_L_delta_u_cart_position,error_pendulum_angle_mean_squared,error_cart_position_mean_squared,derivative_error_pendulum_angle_mean_squared,derivative_error_cart_position_mean_squared,delta_u_eff_pendulum_angle_mean_squared,delta_u_eff_cart_position_mean_squared,integral_error_pendulum_angle_mean_squared,integral_error_cart_position_mean_squared,action_kp_pendulum_angle,action_ki_pendulum_angle,action_kd_pendulum_angle,action_kp_cart_position,action_ki_cart_position,action_kd_cart_position,global_interval_reward,reward_kp_pendulum_angle,reward_ki_pendulum_angle,reward_kd_pendulum_angle,reward_kp_cart_position,reward_ki_cart_position,reward_kd_cart_position,extra_penalty_instantaneous_pendulum_angle,extra_penalty_instantaneous_cart_position,extra_penalty_pendulum_angle,extra_penalty_cart_position,extra_bonus_goal_pendulum_angle,extra_bonus_goal_cart_position,extra_bonus_band_pendulum_angle,extra_bonus_band_cart_position,extra_conditional_dynamic_penalty_pendulum_angle,extra_conditional_dynamic_penalty_cart_position,extra_conditional_dynamic_incentive_pendulum_angle,extra_conditional_dynamic_incentive_cart_position,extra_conditional_dynamic_incentive_tracking_pendulum_angle,extra_conditional_dynamic_incentive_tracking_cart_position,extra_conditional_dynamic_incentive_capture_pendulum_angle,extra_conditional_dynamic_incentive_capture_cart_position,extra_conditional_dynamic_incentive_direction_pendulum_angle,extra_conditional_dynamic_incentive_direction_cart_position,extra_conditional_dynamic_incentive_effort_pendulum_angle,extra_conditional_dynamic_incentive_effort_cart_position,extra_total_pendulum_angle,extra_total_cart_position,coordination_task_potential,coordination_task_progress_delta,coordination_task_progress_positive,coordination_reward_total,coordination_credit_raw_pendulum_angle,coordination_credit_raw_cart_position,coordination_credit_share_pendulum_angle,coordination_credit_share_cart_position,extra_conditional_coordination_bonus_pendulum_angle,extra_conditional_coordination_bonus_cart_position,assigned_reward_pendulum_angle,principal_loop_pendulum_angle,assigned_reward_cart_position,principal_loop_cart_position,mean_abs_error_pendulum_angle,mean_abs_control_action_pendulum_angle,mean_abs_error_cart_position,mean_abs_control_action_cart_position,principal_total_rebuilt,extras_total_rebuilt,global_reward_rebuilt
10.0,200.0,219.0,0.19999999999999998,20.0,0.14167167705294104,0.008568903677919086,0.08058676929453695,0.11232673474188759,6.43024207484172e-05,3.3271457396356285e-07,0.043453124815985414,0.65,,,-4.039941739515637e-05,-0.0011676691107500936,,,,,,,6.43024207484172e-05,3.3271457396356285e-07,,,0.0,1.0,1.0,1.0,2.0,1.0,-0.10683217184306405,-0.10537269758282626,-0.10537269758282626,-0.10537269758282626,-0.001459474260237799,-0.001459474260237799,-0.001459474260237799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004757062235543479,0.0,0.0,0.0,0.004757062235543479,0.0,0.0,0.0,0.0,0.0,0.009514124471086958,0.0,0.3431540847672847,-0.01916760761894848,0.0,0.0,0.056953241061339845,0.0010181757159556533,0.9824364213103268,0.017563406190899924,0.0,0.0,-0.10537269758282626,-0.11488682205391322,-0.001459474260237799,-0.001459474260237799,0.14179080360198232,0.4038716253344307,0.008463326337773757,0.11826835192029614,-0.11634629631415103,0.009514124471086958,-0.10683217184306407
11.0,220.0,239.0,0.21999999999999997,20.0,0.13915735471411234,0.010446949023705203,0.08667806227403319,0.12201043929178822,6.885656841700257e-07,3.032668716460405e-07,0.048521648770750346,0.65,,,-5.214145385329503e-05,-0.0013748780937592763,,,,,,,6.885656841700257e-07,3.032668716460405e-07,,,2.0,1.0,2.0,1.0,1.0,1.0,-0.10376539282265239,-0.1020018627566592,-0.1020018627566592,-0.1020018627566592,-0.00176353006599317,-0.00176353006599317,-0.00176353006599317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004508366670250731,0.0,0.0,0.0,0.004508366670250731,0.0,0.0,0.0,0.0,0.0,0.009016733340501463,0.0,0.35829280530363894,-0.015138720536354233,0.0,0.0,0.05604545112696981,0.0013578013649606648,0.9763460941762405,0.023653731617633043,0.0,0.0,-0.1020018627566592,-0.11101859609716067,-0.00176353006599317,-0.00176353006599317,0.13928532127731996,0.4027838853898033,0.010334137195799153,0.12943856828444938,-0.11278212616315383,0.009016733340501463,-0.10376539282265237
12.0,240.0,259.0,0.23999999999999996,20.0,0.13647303773315128,0.01247617213981718,0.09188270910239187,0.1312053013338583,6.527548114850307e-08,2.796336003850737e-07,0.054468154625447136,0.65,,,-6.571689932499141e-05,-0.0015865995034480302,,,,,,,6.527548114850307e-08,2.796336003850737e-07,,,0.0,1.0,0.0,1.0,1.0,1.0,-0.10059809724332094,-0.09850432877729506,-0.09850432877729506,-0.09850432877729506,-0.002093768466025893,-0.002093768466025893,-0.002093768466025893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041967404111872605,0.0,0.0,0.0,0.0041967404111872605,0.0,0.0,0.0,0.0,0.0,0.008393480822374521,0.0,0.3720372203092186,-0.013744415005579658,0.0,0.0,0.05440849085994041,0.0017560334017311912,0.9687339452767514,0.03126587667494578,0.0,0.0,-0.09850432877729506,-0.10689780959966959,-0.002093768466025893,-0.002093768466025893,0.13660852661413844,0.39882036832702006,0.012356490965218514,0.14024049421547943,-0.10899157806569548,0.008393480822374521,-0.10059809724332096
13.0,260.0,279.0,0.25999999999999995,20.0,0.1336321687117305,0.014651593604646414,0.09768091972124897,0.1404914189261143,5.667405770255822e-05,3.2653457444130943e-07,0.061406277760064125,0.65,,,-8.36509003525696e-05,-0.0018150285306515676,,,,,,,5.667405770255822e-05,3.2653457444130943e-07,,,2.0,1.0,1.0,1.0,1.0,1.0,-0.09699332296338917,-0.09452617374167993,-0.09452617374167993,-0.09452617374167993,-0.0024671492217092483,-0.0024671492217092483,-0.0024671492217092483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042127972877170974,0.0,0.0,0.0,0.0042127972877170974,0.0,0.0,0.0,0.0,0.0,0.008425594575434195,0.0,0.38645610096374017,-0.01441888065452157,0.0,0.0,0.057403341216462664,0.002223383162383712,0.9627114718666783,0.037288360423315355,0.0,0.0,-0.09452617374167993,-0.10295176831711413,-0.0024671492217092483,-0.0024671492217092483,0.13377597706289338,0.4280728751992715,0.014524835404364157,0.15118105899584267,-0.10541891753882338,0.008425594575434195,-0.09699332296338918
14.0,280.0,299.0,0.27999999999999997,20.0,0.13061569678253923,0.016974632391384133,0.10235782961396672,0.14917613654393488,9.440391919130034e-05,2.2692177474533142e-07,0.06955086570654985,0.65,,,-0.00010394855658550753,-0.0020417636648559687,,,,,,,9.440391919130034e-05,2.2692177474533142e-07,,,0.0,0.0,1.0,1.0,1.0,1.0,-0.09397223282046081,-0.0911056297292738,-0.0911056297292738,-0.0911056297292738,-0.0028666030911870142,-0.0028666030911870142,-0.0028666030911870142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034911112287989857,0.0,0.0,0.0,0.0034911112287989857,0.0,0.0,0.0,0.0,0.0,0.006982222457597971,0.0,0.399124295331825,-0.012668194368084806,0.0,0.0,0.050015484819357345,0.002754089087247015,0.9478089671481694,0.052190843348725514,0.0,0.0,-0.0911056297292738,-0.09808785218687177,-0.0028666030911870142,-0.0028666030911870142,0.13076622708830027,0.3852185548431552,0.016841314901836567,0.16179542698495084,-0.10095445527805878,0.006982222457597971,-0.09397223282046081
15.0,300.0,319.0,0.3,20.0,0.12749955840045932,0.01942673626551108,0.10581700847308807,0.1572216381536006,9.247286039099415e-05,2.8091198225230325e-07,0.07886470674056392,0.65,,,-0.00012588873961399196,-0.0022629484053297926,,,,,,,9.247286039099415e-05,2.8091198225230325e-07,,,2.0,2.0,1.0,1.0,1.0,1.0,-0.09016312114788344,-0.08687289723818718,-0.08687289723818718,-0.08687289723818718,-0.003290223909696244,-0.003290223909696244,-0.003290223909696244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003535290238775207,0.0,0.0,0.0,0.003535290238775207,0.0,0.0,0.0,0.0,0.0,0.007070580477550414,0.0,0.40996494129265904,-0.010840645960834061,0.0,0.0,0.053893100234073996,0.003346019375979147,0.9415429724600237,0.058456852834314794,0.0,0.0,-0.08687289723818718,-0.09394347771573759,-0.003290223909696244,-0.003290223909696244,0.1276549733900027,0.4207509545067197,0.019287395831470978,0.171713235257572,-0.09723370162543384,0.007070580477550414,-0.09016312114788343
16.0,320.0,339.0,0.32,20.0,0.12425547788995325,0.022011361807046406,0.10982027580884252,0.16531285281527877,2.0353173615112924e-05,2.2966471428935718e-07,0.08959910333174964,0.65,,,-0.00015393086813938727,-0.002496037947766504,,,,,,,2.0353173615112924e-05,2.2966471428935718e-07,,,0.0,2.0,1.0,1.0,1.0,1.0,-0.08684248376128963,-0.0830809281797458,-0.0830809281797458,-0.0830809281797458,-0.0037615555815438354,-0.0037615555815438354,-0.0037615555815438354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030498398666772065,0.0,0.0,0.0,0.0030498398666772065,0.0,0.0,0.0,0.0,0.0,0.006099679733354413,0.0,0.4213999683211209,-0.011435027028461886,0.0,0.0,0.049614338811597394,0.004014175306312473,0.9251483166404744,0.07485149689159341,0.0,0.0,-0.0830809281797458,-0.08918060791310022,-0.0037615555815438354,-0.0037615555815438354,0.12441656898124265,0.40042061936222295,0.021865879274725143,0.1819038240439598,-0.09294216349464406,0.006099679733354413,-0.08684248376128964
17.0,340.0,359.0,0.34,20.0,0.12090844776832974,0.02472046063650128,0.11363852642768561,0.17316042263325546,9.093703579500436e-05,2.295954431272413e-06,0.10185594774630648,0.65,,,-0.00018722434979565628,-0.002732158743090778,,,,,,,9.093703579500436e-05,2.295954431272413e-06,,,2.0,2.0,1.0,2.0,1.0,1.0,-0.08310989043571955,-0.07881068631387692,-0.07881068631387692,-0.07881068631387692,-0.004299204121842623,-0.004299204121842623,-0.004299204121842623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030197409291288922,0.0,0.0,0.0,0.0030197409291288922,0.0,0.0,0.0,0.0,0.0,0.0060394818582577845,0.0,0.43242785746577206,-0.011027889144651137,0.0,0.0,0.05306411222759318,0.004908363532040529,0.9153327053735164,0.08466712213086137,0.0,0.0,-0.07881068631387692,-0.0848501681721347,-0.004299204121842623,-0.004299204121842623,0.12107488458485054,0.43694753652337087,0.02456900625177877,0.1977031854636114,-0.08914937229397732,0.0060394818582577845,-0.08310989043571954
18.0,360.0,379.0,0.36000000000000004,20.0,0.11742492333566673,0.027558335932256033,0.11810263538759769,0.18108356652822405,1.4904695126406836e-05,2.021059019584139e-06,0.11596455186642586,0.65,,,-0.00023002045267355952,-0.002980437454409766,,,,,,,1.4904695126406836e-05,2.021059019584139e-06,,,0.0,2.0,1.0,0.0,1.0,1.0,-0.07972341140079156,-0.0748824645726908,-0.0748824645726908,-0.0748824645726908,-0.004840946828100766,-0.004840946828100766,-0.004840946828100766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002571512506664976,0.0,0.0,0.0,0.002571512506664976,0.0,0.0,0.0,0.0,0.0,0.005143025013329952,0.0,0.4441694611837445,-0.011741603717972449,0.0,0.0,0.04913283582462298,0.0055820918843148045,0.8979784658805714,0.10202135135398242,0.0,0.0,-0.0748824645726908,-0.08002548958602075,-0.004840946828100766,-0.004840946828100766,0.11759762023855284,0.419412812996016,0.027400790232462092,0.20239877998375194,-0.08486643641412152,0.005143025013329952,-0.07972341140079156
19.0,380.0,399.0,0.38000000000000006,20.0,0.1138236515658733,0.030518032306746705,0.1219737180042798,0.18858733679751472,1.1968887398905753e-05,2.3993615646312945e-07,0.1320800043788723,0.65,,,-0.0002792093383159378,-0.0032245853331085202,,,,,,,1.1968887398905753e-05,2.3993615646312945e-07,,,2.0,0.0,1.0,1.0,0.0,1.0,-0.07617926269371719,-0.0707353650348148,-0.0707353650348148,-0.0707353650348148,-0.005443897658902384,-0.005443897658902384,-0.005443897658902384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002324324877910213,0.0,0.0,0.0,0.002324324877910213,0.0,0.0,0.0,0.0,0.0,0.004648649755820426,0.0,0.4549027386744145,-0.01073327749066999,0.0,0.0,0.04898314571506217,0.006453003874477656,0.8835955823372861,0.11640423727503779,0.0,0.0,-0.0707353650348148,-0.07538401479063522,-0.005443897658902384,-0.005443897658902384,0.11400170364802915,0.42980750624955133,0.030354745663152716,0.21100699941211903,-0.0808279124495376,0.004648649755820426,-0.07617926269371718
20.0,400.0,419.0,0.4000000000000001,20.0,0.11010740970408295,0.03359594140967982,0.12528463067590578,0.19567752318095052,1.0295567775792675e-05,2.0015385164009708e-07,0.1504207350101835,0.65,,,-0.00033523173632365864,-0.003463200100684483,,,,,,,1.0295567775792675e-05,2.0015385164009708e-07,,,0.0,2.0,1.0,1.0,1.0,1.0,-0.07275654646248447,-0.06671785531745551,-0.06671785531745551,-0.06671785531745551,-0.006038691145028944,-0.006038691145028944,-0.006038691145028944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001925887341582492,0.0,0.0,0.0,0.001925887341582492,0.0,0.0,0.0,0.0,0.0,0.003851774683164984,0.0,0.4646655049706191,-0.009762766296204595,0.0,0.0,0.0453872685141839,0.00741950825879166,0.8594968807572159,0.1405029298731858,0.0,0.0,-0.06671785531745551,-0.0705696300006205,-0.006038691145028944,-0.006038691145028944,0.11028999621824717,0.41308321088779393,0.03342725758191263,0.22040899650269163,-0.07660832114564944,0.003851774683164984,-0.07275654646248446
