interval_id,interval_start_step_idx,interval_end_step_idx,interval_t_start_sec,interval_n_steps,L_e_pendulum_angle,L_e_cart_position,L_edot_pendulum_angle,L_edot_cart_position,L_delta_u_pendulum_angle,L_delta_u_cart_position,principal_gate_L_edot_pendulum_angle,principal_gate_L_edot_cart_position,principal_gate_L_delta_u_pendulum_angle,principal_gate_L_delta_u_cart_position,principal_contribution_L_edot_pendulum_angle,principal_contribution_L_edot_cart_position,principal_contribution_L_delta_u_pendulum_angle,principal_contribution_L_delta_u_cart_position,error_pendulum_angle_mean_squared,error_cart_position_mean_squared,derivative_error_pendulum_angle_mean_squared,derivative_error_cart_position_mean_squared,delta_u_eff_pendulum_angle_mean_squared,delta_u_eff_cart_position_mean_squared,integral_error_pendulum_angle_mean_squared,integral_error_cart_position_mean_squared,action_kp_pendulum_angle,action_ki_pendulum_angle,action_kd_pendulum_angle,action_kp_cart_position,action_ki_cart_position,action_kd_cart_position,global_interval_reward,reward_kp_pendulum_angle,reward_ki_pendulum_angle,reward_kd_pendulum_angle,reward_kp_cart_position,reward_ki_cart_position,reward_kd_cart_position,extra_penalty_instantaneous_pendulum_angle,extra_penalty_instantaneous_cart_position,extra_penalty_pendulum_angle,extra_penalty_cart_position,extra_bonus_goal_pendulum_angle,extra_bonus_goal_cart_position,extra_bonus_band_pendulum_angle,extra_bonus_band_cart_position,extra_conditional_dynamic_penalty_pendulum_angle,extra_conditional_dynamic_penalty_cart_position,extra_conditional_dynamic_incentive_pendulum_angle,extra_conditional_dynamic_incentive_cart_position,extra_conditional_dynamic_incentive_tracking_pendulum_angle,extra_conditional_dynamic_incentive_tracking_cart_position,extra_conditional_dynamic_incentive_direction_pendulum_angle,extra_conditional_dynamic_incentive_direction_cart_position,extra_conditional_dynamic_incentive_effort_pendulum_angle,extra_conditional_dynamic_incentive_effort_cart_position,extra_total_pendulum_angle,extra_total_cart_position,assigned_reward_pendulum_angle,principal_loop_pendulum_angle,assigned_reward_cart_position,principal_loop_cart_position,mean_abs_error_pendulum_angle,mean_abs_control_action_pendulum_angle,mean_abs_error_cart_position,mean_abs_control_action_cart_position,principal_total_rebuilt,extras_total_rebuilt,global_reward_rebuilt
10.0,200.0,219.0,0.19999999999999998,20.0,0.15158224066314777,0.006503064229073553,0.008411782135898375,0.07825823357994909,2.3928196079417912e-05,5.434474672667529e-06,1.0,1.0,,,-1.0188514491549227e-05,-0.0008770633799666516,,,,,,,2.3928196079417912e-05,5.434474672667529e-06,,,0.0,2.0,2.0,2.0,2.0,0.0,-0.12634541972034513,-0.1250705297861878,-0.1250705297861878,-0.1250705297861878,-0.0012748899341573506,-0.0012748899341573506,-0.0012748899341573506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1250705297861878,-0.1250705297861878,-0.0012748899341573506,-0.0012748899341573506,0.1515696347791131,0.27882609262747576,0.0064304104277729925,0.06265446481262932,-0.12634541972034516,0.0,-0.12634541972034516
11.0,220.0,239.0,0.21999999999999997,20.0,0.1518732467978182,0.0078122641465222095,0.011184349371735902,0.08501973136280998,3.455738623154274e-05,6.4972486500539165e-06,1.0,1.0,,,-1.801088485096081e-05,-0.0010341408676508746,,,,,,,3.455738623154274e-05,6.4972486500539165e-06,,,0.0,2.0,0.0,2.0,1.0,0.0,-0.12661779384899108,-0.1251031592917079,-0.1251031592917079,-0.1251031592917079,-0.0015146345572831566,-0.0015146345572831566,-0.0015146345572831566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1251031592917079,-0.1251031592917079,-0.0015146345572831566,-0.0015146345572831566,0.15185651120968902,0.25839590079835173,0.007734379986952422,0.05762684863334548,-0.12661779384899105,0.0,-0.12661779384899105
12.0,240.0,259.0,0.23999999999999996,20.0,0.15225610204831797,0.009227917677844755,0.01398754453835493,0.09176963347761892,1.9204521689677044e-05,2.8974607494699195e-07,1.0,1.0,,,-2.8168841481459595e-05,-0.0012035743122645838,,,,,,,1.9204521689677044e-05,2.8974607494699195e-07,,,2.0,0.0,0.0,2.0,0.0,1.0,-0.12804592244051444,-0.12618460371038628,-0.12618460371038628,-0.12618460371038628,-0.001861318730128141,-0.001861318730128141,-0.001861318730128141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12618460371038628,-0.12618460371038628,-0.001861318730128141,-0.001861318730128141,0.1522350898422289,0.28105028338106736,0.009144770779422629,0.06496243034976479,-0.12804592244051444,0.0,-0.12804592244051444
13.0,260.0,279.0,0.25999999999999995,20.0,0.15270813285425927,0.010755185781142384,0.016126461278270252,0.0988162260189433,1.6820796668165937e-05,1.601516810953747e-05,1.0,1.0,,,-3.7440272661726226e-05,-0.0013938240379166534,,,,,,,1.6820796668165937e-05,1.601516810953747e-05,,,2.0,0.0,0.0,2.0,2.0,2.0,-0.12972706791488126,-0.1273449137879311,-0.1273449137879311,-0.1273449137879311,-0.0023821541269501267,-0.0023821541269501267,-0.0023821541269501267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1273449137879311,-0.1273449137879311,-0.0023821541269501267,-0.0023821541269501267,0.15268390039745028,0.30313895832099397,0.010666453148123645,0.08925763492122823,-0.12972706791488123,0.0,-0.12972706791488123
14.0,280.0,299.0,0.27999999999999997,20.0,0.15325300964567026,0.012389176808733844,0.02094817999961122,0.10485107265954824,3.68702884417573e-05,1.8504613296823267e-05,1.0,1.0,,,-6.3166029018209e-05,-0.0015675386663223812,,,,,,,3.68702884417573e-05,1.8504613296823267e-05,,,0.0,2.0,0.0,2.0,1.0,2.0,-0.13067509562220955,-0.12767695570995916,-0.12767695570995916,-0.12767695570995916,-0.0029981399122503928,-0.0029981399122503928,-0.0029981399122503928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12767695570995916,-0.12767695570995916,-0.0029981399122503928,-0.0029981399122503928,0.15322164847045325,0.28152384202612923,0.012295836634199175,0.11659685710083585,-0.13067509562220955,0.0,-0.13067509562220955
15.0,300.0,319.0,0.3,20.0,0.15398246441919766,0.014111045464226105,0.026986971040195318,0.11037815806478711,2.3788056761068844e-05,1.4218909384409045e-05,1.0,1.0,,,-0.00010480599937533697,-0.0017353034849645521,,,,,,,2.3788056761068844e-05,1.4218909384409045e-05,,,2.0,0.0,0.0,1.0,1.0,0.0,-0.13270794329936914,-0.12935624747085148,-0.12935624747085148,-0.12935624747085148,-0.003351695828517678,-0.003351695828517678,-0.003351695828517678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12935624747085148,-0.12935624747085148,-0.003351695828517678,-0.003351695828517678,0.1539418499539082,0.30410912551301456,0.014013540787862133,0.11004010148106276,-0.13270794329936916,0.0,-0.13270794329936916
16.0,320.0,339.0,0.32,20.0,0.15488304106511858,0.01592428888159352,0.03365921848751332,0.11574604115208616,2.2074596637240243e-05,2.3625171666029223e-05,1.0,1.0,,,-0.00016297755411210702,-0.001906113822938611,,,,,,,2.2074596637240243e-05,2.3625171666029223e-05,,,0.0,2.0,0.0,2.0,1.0,2.0,-0.13452872806405625,-0.13039700373161317,-0.13039700373161317,-0.13039700373161317,-0.004131724332443065,-0.004131724332443065,-0.004131724332443065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13039700373161317,-0.13039700373161317,-0.004131724332443065,-0.004131724332443065,0.15483243449405754,0.288722624935492,0.015822726689977962,0.13845021599770696,-0.13452872806405625,0.0,-0.13452872806405625
17.0,340.0,359.0,0.34,20.0,0.1560309643669639,0.017813423677187454,0.0424216447343831,0.12029840079664623,2.20189351139695e-05,8.396583755526733e-07,1.0,1.0,,,-0.0002587225529640946,-0.0020570175422056102,,,,,,,2.20189351139695e-05,8.396583755526733e-07,,,2.0,0.0,0.0,2.0,0.0,1.0,-0.1375749568564066,-0.13278390578574922,-0.13278390578574922,-0.13278390578574922,-0.004791051070657391,-0.004791051070657391,-0.004791051070657391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13278390578574922,-0.13278390578574922,-0.004791051070657391,-0.004791051070657391,0.15596699689027704,0.3115156016015015,0.017708528405833635,0.15193003728701582,-0.1375749568564066,0.0,-0.1375749568564066
18.0,360.0,379.0,0.36000000000000004,20.0,0.15744673029241268,0.019775127725627405,0.052164991998332154,0.12455232987313068,2.038308226753074e-05,1.3531686012020694e-06,1.0,1.0,,,-0.00039089273587737065,-0.002203011244308204,,,,,,,2.038308226753074e-05,1.3531686012020694e-06,,,0.0,2.0,0.0,2.0,2.0,1.0,-0.14026449280336073,-0.1347289538486567,-0.1347289538486567,-0.1347289538486567,-0.005535538954703996,-0.005535538954703996,-0.005535538954703996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1347289538486567,-0.1347289538486567,-0.005535538954703996,-0.005535538954703996,0.15736798755202056,0.2977334532277037,0.019667128415040435,0.16614307672409453,-0.1402644928033607,0.0,-0.1402644928033607
19.0,380.0,399.0,0.38000000000000006,20.0,0.15921480567701182,0.021792518057064163,0.06617354747065118,0.1272047678281992,9.24534434334792e-05,1.2735029880329968e-06,1.0,1.0,,,-0.0006280885506759227,-0.00229646597013903,,,,,,,9.24534434334792e-05,1.2735029880329968e-06,,,0.0,0.0,0.0,2.0,1.0,1.0,-0.14318852928550682,-0.13689789629377427,-0.13689789629377427,-0.13689789629377427,-0.006290632991732549,-0.006290632991732549,-0.006290632991732549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13689789629377427,-0.13689789629377427,-0.006290632991732549,-0.006290632991732549,0.15911477682657074,0.26051354350710465,0.021682847852807385,0.17980139302792994,-0.14318852928550682,0.0,-0.14318852928550682
20.0,400.0,419.0,0.4000000000000001,20.0,0.16144241910933296,0.023844485440504454,0.08113090015939259,0.1295209861254975,9.931978977864502e-05,1.089781160549311e-06,1.0,1.0,,,-0.0009422472109190494,-0.0023795906148439895,,,,,,,9.931978977864502e-05,1.089781160549311e-06,,,2.0,2.0,0.0,0.0,1.0,1.0,-0.14868778077953046,-0.14171230553547265,-0.14171230553547265,-0.14171230553547265,-0.006975475244057803,-0.006975475244057803,-0.006975475244057803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14171230553547265,-0.14171230553547265,-0.006975475244057803,-0.006975475244057803,0.1613193139286813,0.3059194949527602,0.023733375273455915,0.1849809250217749,-0.14868778077953046,0.0,-0.14868778077953046
21.0,420.0,439.0,0.4200000000000001,20.0,0.16406032574460896,0.02594773399293075,0.0923783054499398,0.13346248576804312,2.0146038150796067e-05,2.126739826007449e-05,1.0,1.0,,,-0.0012194702216985576,-0.00252427887431395,,,,,,,2.0146038150796067e-05,2.126739826007449e-05,,,2.0,0.0,0.0,1.0,1.0,0.0,-0.15427372692515506,-0.1467056280389201,-0.1467056280389201,-0.1467056280389201,-0.007568098886235006,-0.007568098886235006,-0.007568098886235006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1467056280389201,-0.1467056280389201,-0.007568098886235006,-0.007568098886235006,0.16391986487956764,0.33353898985145536,0.025833652082892976,0.17509290963615545,-0.1542737269251551,0.0,-0.1542737269251551
22.0,440.0,459.0,0.4400000000000001,20.0,0.1670057527416115,0.028117574683252402,0.10437762431233631,0.13727611625914476,1.859626387790416e-05,3.8637895143038363e-05,1.0,1.0,,,-0.001553552428020888,-0.0026681333641562065,,,,,,,1.859626387790416e-05,3.8637895143038363e-05,,,0.0,2.0,0.0,2.0,1.0,2.0,-0.16036181324450408,-0.1514179995098597,-0.1514179995098597,-0.1514179995098597,-0.008943813734644354,-0.008943813734644354,-0.008943813734644354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1514179995098597,-0.1514179995098597,-0.008943813734644354,-0.008943813734644354,0.16684686485751182,0.32320375064000473,0.028000616273121625,0.2105275579505194,-0.16036181324450405,0.0,-0.16036181324450405
23.0,460.0,479.0,0.46000000000000013,20.0,0.170383118271955,0.03033417474036489,0.12058276256873796,0.1395679325517318,9.666769297097862e-06,2.2973743004153127e-06,1.0,1.0,,,-0.0020666269539849134,-0.002756400294269774,,,,,,,9.666769297097862e-06,2.2973743004153127e-06,,,1.0,0.0,0.0,2.0,1.0,1.0,-0.16724423090255025,-0.15719993282890382,-0.15719993282890382,-0.15719993282890382,-0.010044298073646422,-0.010044298073646422,-0.010044298073646422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15719993282890382,-0.15719993282890382,-0.010044298073646422,-0.010044298073646422,0.1701991954379407,0.31650235967554124,0.03021568325876982,0.22797385706224352,-0.16724423090255025,0.0,-0.16724423090255025
24.0,480.0,499.0,0.48000000000000015,20.0,0.1742612197409773,0.03258585294282063,0.1366964553671237,0.1420615443734483,0.00012408585427614116,2.6904301920286186e-06,1.0,1.0,,,-0.0026460241065114952,-0.0028539817967487393,,,,,,,0.00012408585427614116,2.6904301920286186e-06,,,2.0,2.0,0.0,2.0,1.0,1.0,-0.1767757492716449,-0.16551196669873217,-0.16551196669873217,-0.16551196669873217,-0.01126378257291274,-0.01126378257291274,-0.01126378257291274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16551196669873217,-0.16551196669873217,-0.01126378257291274,-0.01126378257291274,0.17405223921343888,0.37155190585864173,0.03246560841293937,0.24548625229501467,-0.1767757492716449,0.0,-0.1767757492716449
25.0,500.0,519.0,0.5000000000000001,20.0,0.1785996393426191,0.03488441930506878,0.1523198325672279,0.14498480981788006,0.0001269380837863855,4.275180050666556e-05,1.0,1.0,,,-0.0032721889240314717,-0.0029704154086719293,,,,,,,0.0001269380837863855,4.275180050666556e-05,,,0.0,0.0,0.0,0.0,1.0,0.0,-0.18420347910243898,-0.17226622208197923,-0.17226622208197923,-0.17226622208197923,-0.011937257020459748,-0.011937257020459748,-0.011937257020459748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17226622208197923,-0.17226622208197923,-0.011937257020459748,-0.011937257020459748,0.17836639854996406,0.3355827296328077,0.03476201531641906,0.22933023157058194,-0.18420347910243898,0.0,-0.18420347910243898
26.0,520.0,539.0,0.5200000000000001,20.0,0.18346629576447024,0.037218899961782154,0.1722285611822996,0.1464435507231547,1.9095067178816874e-05,4.8844098265552056e-05,1.0,1.0,,,-0.004159396492407064,-0.003029336920565573,,,,,,,1.9095067178816874e-05,4.8844098265552056e-05,,,0.0,2.0,0.0,2.0,1.0,2.0,-0.19478563161991205,-0.1810603752159397,-0.1810603752159397,-0.1810603752159397,-0.013725256403972366,-0.013725256403972366,-0.013725256403972366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1810603752159397,-0.1810603752159397,-0.013725256403972366,-0.013725256403972366,0.18320206456208243,0.3239138231592101,0.03709561286966564,0.2677131568325014,-0.19478563161991208,0.0,-0.19478563161991208
